data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8803692,170,COL9833,9833,"28 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)",,6,60,"South America",Colombia,"Bogota, D.C.","Bogota, D.C.",,"Bogota - Kennedy",4.6165,-74.146,1,"El Tiempo (Colombia); El Espectador",National,"On 28 January 2022, in Bogota - Kennedy (Bogota, D.C.), citizens rallied in a pot-banging protests in the Portal Americas area to commemorate and support several months of ongoing anti-government demonstrations called to demand health, education, and security reforms, among others. Protesters marched for nearly 20 minutes. [size=no report]",0,1643662935,COL
8803694,170,COL9838,9838,"28 January 2022",2022,1,Riots,"Violent demonstration","Rioters (Colombia)",,5,15,"South America",Colombia,Santander,Bucaramanga,,Bucaramanga,7.1163,-73.1326,1,"Vanguardia Liberal; El Tiempo (Colombia)",Subnational-National,"On 28 January 2022, in Bucaramanga (Santander), demonstrators rallied near the UIS area to commemorate and support several months of ongoing anti-government demonstrations called to demand health, education, and security reforms, among others. The group clashed against police forces for several hours as some rioters used IED against police forces. [size=no report]",0,1643662935,COL
8803694,170,COL9838,9838,"28 January 2022",2022,1,Riots,"Violent demonstration","Police Forces of Colombia (2018-)",,1,15,"South America",Colombia,Santander,Bucaramanga,,Bucaramanga,7.1163,-73.1326,1,"Vanguardia Liberal; El Tiempo (Colombia)",Subnational-National,"On 28 January 2022, in Bucaramanga (Santander), demonstrators rallied near the UIS area to commemorate and support several months of ongoing anti-government demonstrations called to demand health, education, and security reforms, among others. The group clashed against police forces for several hours as some rioters used IED against police forces. [size=no report]",0,1643662935,COL
8803805,170,COL9831,9831,"28 January 2022",2022,1,Riots,"Violent demonstration","Rioters (Colombia)",,5,15,"South America",Colombia,Antioquia,Medellin,,Medellin,6.2496,-75.5774,1,"El Colombiano",Subnational,"On 28 January 2022, in Medellin (Antioquia), demonstrators rallied near the Barranquilla street to commemorate and support several months of ongoing anti-government demonstrations called to demand health, education, and security reforms, among others. The group clashed against police forces. Moreover, in the Parque Los Deseos area, witnesses claim an unidentified armed man opened fire at least 10 times on a group of demonstrators, injuring one person. [size=no report]",0,1643662936,COL
8803805,170,COL9831,9831,"28 January 2022",2022,1,Riots,"Violent demonstration","Police Forces of Colombia (2018-)","Unidentified Armed Group (Colombia)",1,15,"South America",Colombia,Antioquia,Medellin,,Medellin,6.2496,-75.5774,1,"El Colombiano",Subnational,"On 28 January 2022, in Medellin (Antioquia), demonstrators rallied near the Barranquilla street to commemorate and support several months of ongoing anti-government demonstrations called to demand health, education, and security reforms, among others. The group clashed against police forces. Moreover, in the Parque Los Deseos area, witnesses claim an unidentified armed man opened fire at least 10 times on a group of demonstrators, injuring one person. [size=no report]",0,1643662936,COL
8803829,170,COL9836,9836,"28 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Farmers (Colombia)",6,60,"South America",Colombia,Cordoba,Tierralta,,Tierralta,8.1704,-76.0597,2,"El Heraldo (Colombia)",National,"On 28 January 2022, in the rural area of Tierralta municipality (Cordoba), farmers from the Alto Sinu area protested to demand that the national government comply with the peace agreements signed in 2016 with the FARC-EP. Among their demands, the group called for a halt to the forced destruction of coca crops. The group blocked the traffic near the Morales corregimiento for several hours [size=no report]",0,1643662936,COL
8803960,170,COL9834,9834,"28 January 2022",2022,1,Riots,"Violent demonstration","Rioters (Colombia)",,5,50,"South America",Colombia,Caldas,Manizales,,Manizales,5.0577,-75.4911,1,"La Patria",Subnational,"On 28 January 2022, in Manizales (Caldas), demonstrators rallied near Centenario street. Rioters built barricades with rocks and other objects to block the traffic. The reason for the demonstration was not mentioned, but several groups gathered to commemorate and support several months of ongoing anti-government demonstrations called to demand health, education, and security reforms, among others. [size=no report]",0,1643662936,COL
8804074,170,COL9837,9837,"28 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Santander,Bucaramanga,,Bucaramanga,7.1163,-73.1326,1,"Vanguardia Liberal",Subnational,"On 28 January 2022, in Bucaramanga (Santander), workers protested in the city center, blocking the traffic for several hours. The reason for the rally was not reported. [size=no report]",0,1643662936,COL
8803680,170,COL9815,9815,"27 January 2022",2022,2,Protests,"Peaceful protest","Protesters (Colombia)",,6,60,"South America",Colombia,Antioquia,Medellin,,Medellin,6.2496,-75.5774,1,"El Tiempo (Colombia); El Colombiano",Subnational-National,"Around 27 January 2022, in Medellin (Antioquia), citizens protested against a politician from the CD political party who carried out a political campaign in the Comuna 13 neighborhood. Young protesters arrived with banners against the man. [size=no report]",0,1643662935,COL
8803845,170,COL9827,9827,"27 January 2022",2022,2,Protests,"Peaceful protest","Protesters (Colombia)",,6,60,"South America",Colombia,Tolima,Ibague,,Ibague,4.4396,-75.1937,1,"El Nuevo Dia (Colombia)",National,"Around 27 January 2022, in Ibague (Tolima), residents of the Arkala sector protested to demand the improvement of the road infrastructure and the sewage system in the area. [size=no report]",0,1643662936,COL
8803857,170,COL9829,9829,"27 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)",,6,60,"South America",Colombia,"Valle del Cauca",Guacari,,Guacari,3.763,-76.3345,1,"El Tiempo (Colombia)",National,"On 27 January 2022, in Guacari (Valle del Cauca), residents gathered in the main square to protest and demand the intervention of the national government in the case of a Colombian citizen detained in the United States. The man was rescued off the U.S. coast after the boat in which he and 40 others were attempting to enter illegally capsized, after which authorities took him into custody. Residents are demanding that he be allowed to return to Colombia. [size=no report]",0,1643662936,COL
8804076,170,COL9825,9825,"27 January 2022",2022,2,Protests,"Peaceful protest","Protesters (Colombia)",,6,60,"South America",Colombia,Santander,Barrancabermeja,,Barrancabermeja,7.065,-73.85,1,"Vanguardia Liberal",Subnational,"Around 27 January 2022, in Barrancabermeja (Santander), residents from the Comuna 7 protested against a water cut in the area. Residents alleged that they had been without a drinking water supply for several days and demanded the reconnection and improvements of the service supply. [size=no report]",0,1643662936,COL
8803807,170,COL9805,9805,"26 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Antioquia,Medellin,,Medellin,6.2496,-75.5774,1,"El Colombiano",Subnational,"On 26 January 2022, in Medellin (Antioquia), taxi drivers protested against increasing insecurity in the area. Protesters gathered and drove in a motorcade following the death of one of their colleagues during a robbery. The group demanded more security to perform their jobs and justice for the victim. [size=no report]",0,1643662936,COL
8803844,170,COL9813,9813,"26 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)",,6,60,"South America",Colombia,Tolima,Ibague,,Ibague,4.4396,-75.1937,1,"El Nuevo Dia (Colombia)",National,"On 26 January 2022, in Ibague (Tolima), a group of parents protested the lack of a school and poor educational infrastructure in the Arboleda Campestre neighborhood. The group blocked a nearby street for several hours to demand from local authorities to complete the construction of a local school that has been under construction for several years. [size=no report]",0,1643662936,COL
8803860,170,COL9807,9807,"26 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Bolivar,"Cartagena de Indias",,Cartagena,10.3917,-75.4824,1,"El Universal (Colombia)",National,"On 26 January 2022, in Cartagena (Bolivar), for second consecutive day, bus drivers protested against the decision of the mayor's office of cancelling some bus routes. Protesters blocked the streets in the Villagrande and La Bomba de El Amparo areas for several hours as the decision would leave many of them without work. [size=no report]",0,1643662936,COL
8803800,170,COL9795,9795,"25 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Atlantico,Malambo,,Malambo,10.8563,-74.7742,1,"Diario La Libertad",Subnational,"On 25 January 2022, in Malambo (Atlantico), municipal hall workers protested against poor working conditions and delays in the payment of their wages. The group gathered near the building and urged authorities to pay the debt. [size=no report]",0,1643662936,COL
8803831,170,COL9802,9802,"25 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)",,6,60,"South America",Colombia,Sucre,Tolu,,"Santiago De Tolu",9.5255,-75.5813,1,"El Heraldo (Colombia)",National,"On 25 January 2022, in Santiago De Tolu (Sucre), residents organized a candlelight vigil to demand justice for a girl abused and killed in a case of gender violence. [size=no report]",0,1643662936,COL
8804075,170,COL9796,9796,"25 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Bolivar,Cantagallo,,Cantagallo,7.3783,-73.9147,1,"Vanguardia Liberal",National,"On 25 January 2022, in Cantagallo (Bolivar), for the ninth consecutive day, residents protested against the failure of a local petroleum company to comply with some of the agreements reached with the community, which include environmental, work, social and goods, and services issues. The group particularly complained about the lack of local labor recruitment by blocking access to the petroleum field. [size=no report]",0,1643662936,COL
8803830,170,COL9787,9787,"24 January 2022",2022,2,Protests,"Peaceful protest","Protesters (Colombia)","Farmers (Colombia)",6,60,"South America",Colombia,Cordoba,Tierralta,,Tierralta,8.1704,-76.0597,1,"El Heraldo (Colombia)",National,"Around 24 January 2022, in Tierralta (Cordoba), farmers from the Alto Sinu area marched through the city to demand that the national government comply with the peace agreements signed in 2016 with the FARC-EP. Among their demands, the group called for a halt to the forced destruction of coca crops. The groups will remain in the city until 27 January. [size=no report]",0,1643662936,COL
8803859,170,COL9784,9784,"24 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Bolivar,"Cartagena de Indias",,Cartagena,10.3917,-75.4824,1,"El Universal (Colombia)",National,"On 24 January 2022, in Cartagena (Bolivar), bus drivers protested against the decision of the mayor's office of cancelling some bus routes. Protesters blocked the streets and drove on a slow motorcade for several hours as the decision would leave many of them without work. [size=no report]",0,1643662936,COL
8804070,170,COL9783,9783,"24 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Bolivar,Cantagallo,,Cantagallo,7.3783,-73.9147,1,"Vanguardia Liberal",National,"On 24 January 2022, in Cantagallo (Bolivar), for the eighth consecutive day, residents protested against the failure of a local petroleum company to comply with some of the agreements reached with the community, which include environmental, work, social and goods, and services issues. The group particularly complained about the lack of local labor recruitment by blocking access to the petroleum field. [size=no report]",0,1643662936,COL
8803655,170,COL9771,9771,"23 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)",,6,60,"South America",Colombia,"Bogota, D.C.","Bogota, D.C.",,"Bogota - La Candelaria",4.5931,-74.0712,1,"El Tiempo (Colombia); El Colombiano",National,"On 23 January 2022, in Bogota - La Candelaria (Bogota, D.C.), citizens protested in the Plaza de Bolivar against increased attacks against the civilian population in the department of Arauca. The department is facing a security crisis due to a turf war between the ELN and a dissident faction of the FARC. Demonstrators demanded respect for civilians by armed groups. [size=no report]",0,1643662935,COL
8803658,170,COL9775,9775,"23 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Indigenous Group (Colombia)",6,60,"South America",Colombia,Magdalena,"Santa Marta",,"Santa Marta",11.2294,-74.1909,2,"Diario La Libertad; El Tiempo (Colombia)",National,"On 23 January 2022, in the rural area of Santa Marta municipality (Magdalena), residents and indigenous communities in the Guachaca area blocked the highway that connects the Sierra Nevada area with the department of La Guajira. The group protested against the arrest in Spain of a suspected drug trafficker originally from the region. The group claimed that the man has supported local economies on several occasions and that the arrest has no real legal basis. [size=no report]",0,1643662935,COL
8803659,170,COL9776,9776,"23 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Farmers (Colombia)",6,60,"South America",Colombia,Narino,Tumaco,,Tumaco,1.8071,-78.7639,2,"Diario La Libertad; El Tiempo (Colombia)",National,"On 23 January 2022, in the rural area of Tumaco municipality (Narino), more than 500 coca farmers protested against the presence of military units in the areas Alto Mira and Frontera. Farmers gathered near the unit and demanded that military soldiers withdraw from the area as their presence increases the risk of armed clashes and jeopardizes de community's safety. Likewise, the group demanded formal investigations on incidents in which people wearing civilian clothing has harassed residents to get information about the armed group. [size=more than 500]",0,1643662935,COL
8804071,170,COL9772,9772,"23 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Bolivar,Cantagallo,,Cantagallo,7.3783,-73.9147,1,"Vanguardia Liberal",National,"On 23 January 2022, in Cantagallo (Bolivar), for the seventh consecutive day, residents protested against the failure of a local petroleum company to comply with some of the agreements reached with the community, which include environmental, work, social and goods, and services issues. The group particularly complained about the lack of local labor recruitment by blocking access to the petroleum field. [size=no report]",0,1643662936,COL
8803853,170,COL9765,9765,"22 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Meta,Villavicencio,,Villavicencio,4.1239,-73.6271,2,"El Tiempo (Colombia)",National,"On 22 January 2022, in the rural area of Villavicencio municipality (Meta), businessmen and other citizens protested against the increase in toll prices in the department. Citizens parked their vehicles along the highway that connects the city of Villavicencio with the Pipiral toll for several hours, claiming that previous agreements with local authorities included holding last year's rates. [size=no report]",0,1643662936,COL
8803855,170,COL9763,9763,"22 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Meta,Acacias,,Acacias,3.9901,-73.7659,2,"El Tiempo (Colombia)",National,"On 22 January 2022, in the rural area of Acacias municipality (Meta), businessmen and other citizens protested against the increase in toll prices in the department. Citizens parked their vehicles along the highway that connects the city of Villavicencio with the Ocoa toll for several hours, claiming that previous agreements with local authorities included holding last year's rates. [size=no report]",0,1643662936,COL
8803856,170,COL9764,9764,"22 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Meta,Restrepo,,Restrepo,4.2602,-73.5644,2,"El Tiempo (Colombia)",National,"On 22 January 2022, in the rural area of Restrepo municipality (Meta), businessmen and other citizens protested against the increase in toll prices in the department. Citizens parked their vehicles along the highway that connects the city of Restrepo with the Puente Amarillo toll for several hours, claiming that previous agreements with local authorities included holding last year's rates. [size=no report]",0,1643662936,COL
8804069,170,COL9762,9762,"22 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Bolivar,Cantagallo,,Cantagallo,7.3783,-73.9147,1,"Vanguardia Liberal",National,"On 22 January 2022, in Cantagallo (Bolivar), for the sixth consecutive day, residents protested against the failure of a local petroleum company to comply with some of the agreements reached with the community, which include environmental, work, social and goods, and services issues. The group particularly complained about the lack of local labor recruitment by blocking access to the petroleum field. [size=no report]",0,1643662936,COL
8794296,170,COL9741,9741,"21 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)",,6,60,"South America",Colombia,Arauca,Saravena,,Saravena,6.9539,-71.8723,1,"El Espectador; Vanguardia Liberal",National,"On 21 January 2022, in Saravena (Arauca), residents protested to reject the car bomb attack that took place two days before (coded separately) and the wave of violence in the department. They also demanded that the civilian population be left out of the dispute between the ELN and the FARC Dissident groups. [size=no report]",0,1643051857,COL
8794437,170,COL9743,9743,"21 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Bolivar,"Cartagena de Indias",,Cartagena,10.3917,-75.4824,1,"El Universal (Colombia)",National,"On 21 January 2022, in Cartagena (Bolivar), bus drivers protested against the decision of the mayor's office of cancelling some bus routes. The decision would leave over 300 drivers without work. [size=no report]",0,1643051857,COL
8804066,170,COL9753,9753,"21 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Bolivar,Cantagallo,,Cantagallo,7.3783,-73.9147,1,"Vanguardia Liberal",National,"On 21 January 2022, in Cantagallo (Bolivar), for the fifth consecutive day, residents protested against the failure of a local petroleum company to comply with some of the agreements reached with the community, which include environmental, work, social and goods, and services issues. The group particularly complained about the lack of local labor recruitment by blocking access to the petroleum field. [size=no report]",0,1643662936,COL
8804073,170,COL9750,9750,"20 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Bolivar,Cantagallo,,Cantagallo,7.3783,-73.9147,1,"Vanguardia Liberal",National,"On 20 January 2022, in Cantagallo (Bolivar), for the fourth consecutive day, residents protested against the failure of a local petroleum company to comply with some of the agreements reached with the community, which include environmental, work, social and goods, and services issues. The group particularly complained about the lack of local labor recruitment by blocking access to the petroleum field. [size=no report]",0,1643662936,COL
8794385,170,COL9708,9708,"19 January 2022",2022,2,Protests,"Peaceful protest","Protesters (Colombia)","Health Workers (Colombia)",6,60,"South America",Colombia,Antioquia,Medellin,,Medellin,6.2496,-75.5774,1,"El Colombiano",Subnational,"Around 19 January 2022, in Medellin (Antioquia), health care workers protested at a local hospital against the outsourcing of their contracts to a third company. The workers' union denounced that this would affect workers' job security. In addition, the group demanded an improvement in their working conditions. [size=no report]",0,1643051857,COL
8794398,170,COL9715,9715,"19 January 2022",2022,1,Riots,"Violent demonstration","Rioters (Colombia)","Prisoners (Colombia)",5,15,"South America",Colombia,"Bogota, D.C.","Bogota, D.C.",,"Bogota - Teusaquillo",4.6411,-74.0857,1,"El Espectador",National,"On 19 January 2022, in Bogota - Teusaquillo (Bogota, D.C.), prisoners of a police station demonstrated because police officers did not allow their family members to visit them. The prisoners burned mattresses and clashed with ESMAD forces after trying to attack police officers. There were no casualties. [size=no report]",0,1643051857,COL
8794398,170,COL9715,9715,"19 January 2022",2022,1,Riots,"Violent demonstration","Police Forces of Colombia (2018-)","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron",1,15,"South America",Colombia,"Bogota, D.C.","Bogota, D.C.",,"Bogota - Teusaquillo",4.6411,-74.0857,1,"El Espectador",National,"On 19 January 2022, in Bogota - Teusaquillo (Bogota, D.C.), prisoners of a police station demonstrated because police officers did not allow their family members to visit them. The prisoners burned mattresses and clashed with ESMAD forces after trying to attack police officers. There were no casualties. [size=no report]",0,1643051857,COL
8794402,170,COL9720,9720,"19 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Farmers (Colombia)",6,60,"South America",Colombia,Guaviare,Miraflores,,Miraflores,1.3369,-71.9514,1,"El Espectador",National,"On 19 January 2022, in Miraflores (Guaviare), for a third consecutive day, about 600 farmers from the rural areas protested against the shut down of a local road that connects the rural areas with the municipality of Calamar. Protesters blocked the airstrip in the local airport and demanded to restore the traffic of vehicles, which was forbidden a year ago by a judge citing protection of the national park area. Farmers claimed that the road closure has caused a shortage of products and makes it difficult for them to carry out their economic activities. [size=about 600]",0,1643051857,COL
8794414,170,COL9729,9729,"19 January 2022",2022,2,Protests,"Peaceful protest","Protesters (Colombia)","Teachers (Colombia)",6,60,"South America",Colombia,Tolima,Libano,,Libano,4.9234,-75.0661,1,"El Nuevo Dia (Colombia)",National,"Around 19 January 2022 (as reported), in Libano (Tolima), teachers of the Isidro Parra Technical Institution protested to demand the removal of the illegal settlement in the area surrounding the school before the beginning of the classes. They claimed that the settlement decreased the enrollments in a 50 per cent. [size=no report]",0,1643051857,COL
8794424,170,COL9713,9713,"19 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)",,6,60,"South America",Colombia,"Bogota, D.C.","Bogota, D.C.",,Bogota,4.6502,-74.1074,1,"El Tiempo (Colombia)",National,"On 19 January 2022, in Bogota (Bogota, D.C.), about 300 motorcycle drivers protested in several sectors of the north and west of the city in rejection of the declarations made by the city's mayor in which she stated that motorcycle users should pay more pollution taxes and have mobility restrictions, as cars do. [size=about 300]",0,1643051857,COL
8794426,170,COL9716,9716,"19 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)",,6,60,"South America",Colombia,"Bogota, D.C.","Bogota, D.C.",,"Bogota - Tunjuelito",4.5564,-74.1224,1,"El Tiempo (Colombia)",National,"On 19 January 2022, in Bogota - Tunjuelito (Bogota, D.C.), relatives of a minor, who had been disappeared for around three days, protested to bring the case to the attention of the authorities and to demand the location of the child. [size=no report]",0,1643051857,COL
8794433,170,COL9714,9714,"19 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,"Bogota, D.C.","Bogota, D.C.",,"Bogota - Suba",4.7441,-74.0966,1,"El Tiempo (Colombia)",National,"On 19 January 2022, in Bogota - Suba (Bogota, D.C.), dozens of taxi drivers protested against increasing insecurity in the area. Protesters gathered and drove in a motorcade following the death of one of their colleagues during a robbery. The group demanded more security to perform their jobs and justice for the victim. [size=no report]",0,1643051857,COL
8794443,170,COL9717,9717,"19 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)",,6,60,"South America",Colombia,Bolivar,"San Juan Nepomuceno",,"San Cayetano",10.0817,-75.1406,1,"El Universal (Colombia)",National,"On 19 January 2022, in San Cayetano (Bolivar), residents of the corregimiento blocked a nearby freeway to protest against increasing power outages in the town. Protesters claimed power outages lasted over 8 hours and demanded improvements in the provision of public services, including energy, water and internet. [size=no report]",0,1643051857,COL
8794539,170,COL9724,9724,"19 January 2022",2022,2,Protests,"Peaceful protest","Protesters (Colombia)","Farmers (Colombia)",6,60,"South America",Colombia,"Norte de Santander",Ocana,,Ocana,8.2475,-73.3558,2,"La Opinion (Colombia)",Subnational,"Around 19 January 2022 (as reported), in the rural area of Ocana municipality (Norte de Santander), farmers protested blocking the road that leads to the landfill in La Madera vereda. They demanded celerity in the construction of a road that connects several sectors and the construction of a rural water pipeline to mitigate the contamination of water sources. They also demanded active participation in the association of recyclers to improve the living conditions of farmers in the region. [size=no report]",0,1643051857,COL
8804067,170,COL9748,9748,"19 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Bolivar,Cantagallo,,Cantagallo,7.3783,-73.9147,1,"Vanguardia Liberal",National,"On 19 January 2022, in Cantagallo (Bolivar), for the third consecutive day, residents protested against the failure of a local petroleum company to comply with some of the agreements reached with the community, which include environmental, work, social and goods, and services issues. The group particularly complained about the lack of local labor recruitment by blocking access to the petroleum field. [size=no report]",0,1643662936,COL
8794406,170,COL9700,9700,"18 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Farmers (Colombia)",6,60,"South America",Colombia,Guaviare,Miraflores,,Miraflores,1.3369,-71.9514,1,"El Espectador",National,"On 18 January 2022, in Miraflores (Guaviare), for the second consecutive day, about 600 farmers from the rural areas protested against the shut down of a local road that connects the rural areas with the municipality of Calamar. Protesters blocked the airstrip in the local airport and demanded to restore the traffic of vehicles, which was forbidden a year ago by a judge citing protection of the national park area. Farmers claimed that the road closure has caused a shortage of products and makes it difficult for them to carry out their economic activities. [size=about 600]",0,1643051857,COL
8794413,170,COL9706,9706,"18 January 2022",2022,2,Protests,"Peaceful protest","Protesters (Colombia)","Students (Colombia)",6,60,"South America",Colombia,Tolima,Ibague,,Ibague,4.4396,-75.1937,1,"El Nuevo Dia (Colombia)",National,"Around 18 January 2022, in Ibague (Tolima), students protested to demand the return to in-person classes. Students claimed online classes reduce the learning experience and demanded the introduction of biosecurity measures to return to the classrooms amid the coronavirus pandemic. [size=no report]",0,1643051857,COL
8794439,170,COL9698,9698,"18 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)",,6,60,"South America",Colombia,Bolivar,"Cartagena de Indias",,"Arroyo de Piedra",10.6088,-75.4472,1,"El Universal (Colombia)",National,"On 18 January 2022, in Arroyo de Piedra (Bolivar), a group of parents protested against the poor infrastructure of the local school. The group blocked a freeway for several hours to demand improvements to the building ahead of the return to in-person classes for the students. [size=no report]",0,1643051857,COL
8794538,170,COL9704,9704,"18 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Farmers (Colombia)",6,60,"South America",Colombia,"Norte de Santander",Ocana,,Ocana,8.2475,-73.3558,2,"La Opinion (Colombia)",Subnational,"On 18 January 2022, in the rural area of Ocana municipality (Norte de Santander), farmers blocked the road that connects the town with the local landfill in the La Madera vereda. Protesters complained about the damages to the road of infrastructure and increasing health problems caused for the trash yard. [size=no report]",0,1643051857,COL
8794542,170,COL9702,9702,"18 January 2022",2022,2,Protests,"Peaceful protest","Protesters (Colombia)",,6,60,"South America",Colombia,"Norte de Santander",Cucuta,,Cucuta,7.8939,-72.5078,1,"La Opinion (Colombia)",Subnational,"Around 18 January 2022, in Cucuta (Norte de Santander), relatives of a soldier abducted on 14 November by unidentified armed individuals (coded separately) protested to demand government intervention for the victim's release. [size=no report]",0,1643051857,COL
8804068,170,COL9747,9747,"18 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Bolivar,Cantagallo,,Cantagallo,7.3783,-73.9147,1,"Vanguardia Liberal",National,"On 18 January 2022, in Cantagallo (Bolivar), for second consecutive day, residents protested against the failure of a local petroleum company to comply with some of the agreements reached with the community, which include environmental, work, social and goods, and services issues. The group particularly complained about the lack of local labor recruitment by blocking access to the petroleum field. [size=no report]",0,1643662936,COL
8794279,170,COL9684,9684,"17 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Labour Group (Colombia)",6,60,"South America",Colombia,Bolivar,"Cartagena de Indias",,Cartagena,10.3917,-75.4824,1,"El Heraldo (Colombia); El Universal (Colombia)",National,"On 17 January 2022, in Cartagena (Bolivar), moto-taxi drivers protested in a motorcade against the introduction of regulations for their vehicles. The drivers drove through the city for several hours. [size=no report]",0,1643051857,COL
8794280,170,COL9687,9687,"17 January 2022",2022,1,Protests,"Protest with intervention","Protesters (Colombia)",,6,16,"South America",Colombia,Magdalena,"Santa Marta",,"Santa Marta",11.2294,-74.1909,1,"El Tiempo (Colombia); El Colombiano",National,"On 17 January 2022, in Santa Marta (Magdalena), citizens protested against a politician from the CD political party who attempted to carry out a political campaign in the local market. Young protesters arrived with banners against the man. Reports claimed protesters exchange insults with a group of counter-protesters who support the politicians. ESMAD police forced intervened and dissolved the event when some protesters lay down on the street to block the pass to the politician's vehicle. [size=no report]",0,1643051857,COL
8794280,170,COL9687,9687,"17 January 2022",2022,1,Protests,"Protest with intervention","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron",,1,16,"South America",Colombia,Magdalena,"Santa Marta",,"Santa Marta",11.2294,-74.1909,1,"El Tiempo (Colombia); El Colombiano",National,"On 17 January 2022, in Santa Marta (Magdalena), citizens protested against a politician from the CD political party who attempted to carry out a political campaign in the local market. Young protesters arrived with banners against the man. Reports claimed protesters exchange insults with a group of counter-protesters who support the politicians. ESMAD police forced intervened and dissolved the event when some protesters lay down on the street to block the pass to the politician's vehicle. [size=no report]",0,1643051857,COL
8794405,170,COL9686,9686,"17 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Farmers (Colombia)",6,60,"South America",Colombia,Guaviare,Miraflores,,Miraflores,1.3369,-71.9514,1,"El Espectador",National,"On 17 January 2022, in Miraflores (Guaviare), about 600 farmers from the rural areas marched to the municipal seat to protests against the shutdown of a local road that connects the rural areas with the municipality of Calamar. Protesters called for the intervention of the local government to habilitate the traffic of vehicles, which was forbidden a year ago by a judge citing protection of the national park area. Farmers claimed that the road closure has caused a shortage of products and makes it difficult for them to carry out their economic activities. [size=about 600]",0,1643051857,COL
8794408,170,COL9685,9685,"17 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Colombia)","Health Workers (Colombia)",6,60,"South America",Colombia,Cordoba,Sahagun,,Sahagun,8.9431,-75.4459,1,"El Heraldo (Colombia)",National,"On 17 January 2022, in Sahagun (Cordoba), health workers protested against poor working conditions and delays in the payment of their wages. The group gathered near the hospital and urged authorities to pay the debt. [size=no report]",0,1643051857,COL
