event_date,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,admin1,admin2,admin3,location,source_scale,notes,fatalities
22-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,"Bogota, D.C.","Bogota, D.C.",,Bogota - Puente Aranda,National,"On 22 May 2021, in Bogota - Puente Aranda (Bogota, D.C.), rioters threw Molotov cocktails at ESMAD police as the two groups clashed on the Autosur Highway during ongoing nationwide anti-government demonstrations called by the National Strike Committee to demand improvements in health, education, and security among others. 16 police officers were reported injured between this demonstration and another in Portal de las Americas (Bogota - Kennedy), including 1 ESMAD officer who was hospitalized with severe burns. [size=no report]",0
22-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - San Cristobal,National,"On 22 May 2021, in Bogota - San Cristobal (Bogota, D.C.), protesters blocked roads in 1 de Mayo and 20 de Julio sectors during ongoing nationwide anti-government demonstrations called by the National Strike Committee to demand improvements in health, education, and security among others. [size=no report]",0
22-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Civilians (Colombia),,7,57,Valle del Cauca,Buenaventura,,La Delfina,National,"On 22 May 2021, in La Delfina corregimiento (Valle del Cauca), demonstrators detained an ambulance at a roadblock during anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. As a result of the blockade, a newborn baby died due to lack of medical treatment. 1 fatality. [size=no report]",1
22-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Huila,Campoalegre,,Campoalegre,National,"On 22 May 2021, in Campoalegre (Huila), for the 20th consecutive day, protesters blocked the Panamerican highway during ongoing nationwide anti-government demonstrations called by the National Strike Committee to demand improvements in health, education, and security among others. [size=no report]",0
22-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-),,1,15,"Bogota, D.C.","Bogota, D.C.",,Bogota,National,"On 22 May 2021, in Bogota municipality (Bogota, D.C.), around 3500 demonstrators gathered at 14 points around the city during ongoing nationwide anti-government demonstrations called by the National Strike Committee to demand improvements in health, education, and security among others. The demonstrations were largely peaceful during the day, but devolved into rioting and clashes with police during the night. [size=3500]",0
22-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Usme,National,"On 22 May 2021, in Bogota - Usme (Bogota, D.C.), around 15 protesters gathered near the intersection of Caracas Avenue and 67th Street South to protest against excessive transit fares and also as part of ongoing nationwide anti-government demonstrations called by the National Strike Committee to demand improvements in health, education, and security among others. [size=around 15]",0
22-May-21,Protests,Peaceful protest,Protesters (Colombia),Wayuu Indigenous Group (Colombia),6,,,0,60,La Guajira,Uribia,,Uribia,National,"On 22 May 2021, in Uribia municipality (La Guajira), for the third consecutive day, Wayuu people from the Media Luna community protested and blocked entrances in Puerto Bolivar to demand jobs for youth. The blockages prevented transportation of goods between the port and the Cerrejon coal mines, eventually causing the mines to shut down. [size=no report]",0
22-May-21,Protests,Peaceful protest,Protesters (Colombia),Indigenous Group (Colombia); Labour Group (Colombia); CNP: National Strike Committee,6,,,0,60,Quindio,Calarca,,Calarca,National,"On 22 May 2021, in Calarca (Quindio), protesters - including indigenous groups and transportation workers - blocked the La Linea highway during nationwide anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. [size=no report]",0
22-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Engativa,National,"On 22 May 2021, in Bogota - Engativa (Bogota, D.C.), protesters blocked Cali Avenue during ongoing nationwide anti-government demonstrations called by the National Strike Committee to demand improvements in health, education, and security among others. [size=no report]",0
22-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Valle del Cauca,Pradera,,Pradera,National,"On 22 May 2021, in Pradera (Valle del Cauca), for the 22nd consecutive day, protesters blocked the Panamerican highway during ongoing nationwide anti-government demonstrations called by the National Strike Committee to demand improvements in health, education, and security among others. [size=no report]",0
22-May-21,Protests,Peaceful protest,Protesters (Colombia),Farmers (Colombia),6,,,0,60,Sucre,Ovejas,,Ovejas,National,"On 22 May 2021, in a rural area of northern Sucre department (coded to Ovejas municipality, Sucre), farmers blocked the Montes de Maria transversal road to protest against the government's broken promise to fix rural roads in the area. [size=no report]",0
22-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Valle del Cauca,Florida,,Florida,National,"On 22 May 2021, in Florida (Valle del Cauca), for the 22nd consecutive day, protesters blocked the Panamerican highway during ongoing nationwide anti-government demonstrations called by the National Strike Committee to demand improvements in health, education, and security among others. [size=no report]",0
22-May-21,Protests,Peaceful protest,Protesters (Colombia),Labour Group (Colombia),6,,,0,60,La Guajira,Albania,,Albania,National,"On 22 May 2021, near Albania municipality (La Guajira), for the 17th consecutive day, 226 former workers at the Cerrejon coal mines blocked the railroad to Puerto Bolivar to protest against massive layoffs at the mine and to demand their jobs back. [size=226]",0
22-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Narino,Taminango,,Taminango,National,"On 22 May 2021, in Taminango (Narino), for the 20th consecutive day, protesters blocked the Panamerican highway during ongoing nationwide anti-government demonstrations called by the National Strike Committee to demand improvements in health, education, and security among others. [size=no report]",0
22-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Bolivar,Turbaco,,Turbaco,National,"On 22 May 2021, in Turbaco municipality (Bolivar), young protesters blocked a toll booth on the road between Cartagena and Turbaco during ongoing nationwide anti-government demonstrations called by the National Strike Committee to demand improvements in health, education, and security among others. [size=no report]",0
22-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,,,0,50,Caldas,Chinchina,,Chinchina,Subnational,"On 22 May 2021, in Chinchina (Caldas), hooded figures set fire to a bus stop at night in Guadalajara sector, reportedly as part of ongoing nationwide anti-government demonstrations called by the National Strike Committee to demand improvements in health, education, and security among others. [size=no report]",0
22-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Caldas,Chinchina,,Chinchina,Subnational,"On 22 May 2021, in Chinchina (Caldas), peaceful protesters marched throughout the city and blocked roads during ongoing nationwide anti-government demonstrations called by the National Strike Committee to demand improvements in health, education, and security among others. [size=no report]",0
22-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-),,1,15,Valle del Cauca,Cali,,Santiago de Cali,National,"On 22 May 2021, in Santiago De Cali (Valle del Cauca), a police officer was shot and killed during early morning clashes between national police and rioters in Calipso sector. The event was part of nationwide anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. 1 fatality. [size=no report]",1
21-May-21,Protests,Peaceful protest,Protesters (Colombia),Women (Colombia); Embera Indigenous Group (Colombia),6,,,0,60,Cordoba,Monteria,,Monteria,National,"On 21 May 2021, in Monteria, Cordoba, dozens of women and Embera indigenous women gathered to protest against the abuses, attacks and repressions during the National Strike outside the city's police station. Similar activities happened in other cities of the Colombian Caribbean. [size=dozens]",0
21-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Teachers (Colombia),6,,,0,60,Cordoba,Monteria,,Monteria,National,"On 21 May 2021, in Monteria, Cordoba, teachers and other citizens protested in a caravan to support the anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, and security. They also called for an end to police brutality against protesters. [size=no report]",0
21-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Tolima,Ibague,,Ibague,National,"On 21 May 2021, in Ibague, Tolima, protesters demonstrated in various localities of the city as part of the anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, and security. They also called for an end to police brutality against protesters. [size=no report]",0
21-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,Police Forces of Colombia (2018-); Civilians (Colombia); Health Workers (Colombia),1,15,Valle del Cauca,Cartago,,Cartago,National,"On 21 May 2021, in Cartago, Valle del Cauca, rioters, ESMAD officers and police forces clashed as part of the anti-government demonstrations called by the National Strike Committee. Groups of people vandalized a hospital, attacked an ambulance, blocked the Bolivar bridge and set fire to a firetruck. They demonstrated against a tax reform, and also to demand improvements in health, education, and security. [size=no report]",0
21-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,Santander,Piedecuesta,,Piedecuesta,Subnational-National,"On 21 May 2021, in Piedecuesta, Santander, ESMAD forces clashed with demonstrators blocking roads as part of ongoing nationwide anti-government demonstrations called by the National Strike Committee to demand improvements in health, education, and security among others. Four demonstrators were arrested and three police injured during the confrontation. [size=no report]",0
21-May-21,Protests,Peaceful protest,Protesters (Colombia),Afro-Colombian Ethnic Group (Colombia); CNP: National Strike Committee,6,,,0,60,Risaralda,Pereira,,Pereira,Subnational,"On 21 May 2021, in Pereira (Risaralda), afro-Colombian residents marched to commemorate National Afro Colombian Day and to support ongoing nationwide anti-government demonstrations called by the National Strike Committee to demand improvements in health, education, and security among others. [size=no report]",0
21-May-21,Protests,Peaceful protest,Protesters (Colombia),Teachers (Colombia); CNP: National Strike Committee,6,,,0,60,Risaralda,Pereira,,Pereira,Subnational,"On 21 May 2021, in Pereira (Risaralda), dozens of people - including teachers - protested outside the courthouse to demand freedom for prisoners arrested by police during recent National Strike demonstrations in the region. [size=no report]",0
21-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Civilians (Colombia),Government of Colombia (2018-),7,57,"Bogota, D.C.","Bogota, D.C.",,Bogota - Kennedy,National,"On 21 May 2021, in Bogota - Kennedy (Bogota, D.C.), ESMAD forces intervened and violence broke out as demonstrators threw stones and broke windows, injuring dozens including a city government official observing the ongoing nationwide anti-government demonstrations called by the National Strike Committee to demand improvements in health, education, and security among others. [size=no report]",0
21-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Huila,Altamira,,Altamira,National,"On 21 May 2021, near Altamira municipality (Huila), around 3000 protesters blocked the road between Altamira and Florencia (Caqueta) during demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. [size=around 3000]",0
21-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-),,1,15,Valle del Cauca,Florida,,Florida,National,"On 21 May 2021, in Florida (Valle del Cauca), explosives were thrown at a police command station in Nuevo Horizonte sector, causing material damage approximately 100 meters away from where demonstrators blocked a road during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. [size=no report]",0
21-May-21,Protests,Peaceful protest,Protesters (Colombia),Wayuu Indigenous Group (Colombia),6,,,0,60,La Guajira,Uribia,,Uribia,National,"On 21 May 2021, in Uribia municipality (La Guajira), for the second consecutive day, Wayuu people from the Media Luna community protested and blocked entrances in Puerto Bolivar to demand jobs for youth. The blockages prevented transportation of goods between the port and the Cerrejon coal mines, eventually causing the mines to shut down. [size=no report]",0
21-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-),Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,1,15,Valle del Cauca,Cali,,Santiago de Cali,National,"On 21 May 2021, in Santiago De Cali (Valle del Cauca), rioters burned a fire truck and clashed with police and ESMAD forces in Calipso sector during the night. Gunfire was reported during the clash, which ultimately resulted in 3 injured police officers and six injured demonstrators. The event was part of nationwide anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. 9 wounded, no fatalities. [size=no report]",0
20-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-),,1,15,Santander,Bucaramanga,,Bucaramanga,Subnational-National,"On 20 May 2021, in Bucaramanga, Santander, citizens demonstrated during the day in various localities. First, they marched from the Industrial University of Santander towards Puerto de Sol. Later, rioters vandalized and set fire to a police station in Parque de los Ninos, a bank establishment and several traffic lights. One participant in the action was arrested. The demonstration was part of ongoing nationwide anti-government movement called by the National Strike Committee, to demand health, education, and security reforms, among other issues. [size=no report]",0
20-May-21,Protests,Peaceful protest,Protesters (Colombia),Zenu Indigenous Group (Colombia); Indigenous Group (Colombia); CNP: National Strike Committee,6,,,0,60,Bolivar,Cartagena de Indias,,Cartagena,National,"On 20 May 2021, in Cartagena municipality, Bolivar, Zenu indigenous group and other indigenous groups demonstrated in various locations of the municipality. They blocked roads as part of ongoing nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, and security. They specifically demanded the construction of schools, traditional houses, a health center, and the implementation of programs related to the environment in their territories. [size=no report]",0
20-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Magdalena,Salamina,,Salamina,National,"On 20 May 2021, in Salamina, Magdalena, local inhabitants protested to draw attention to the environmental situation in Salamina, El Pinon and nearby localities. They wanted the national government to take action regarding the Magdalena river levels. [size=no report]",0
20-May-21,Protests,Peaceful protest,Protesters (Colombia),Students (Colombia); CNP: National Strike Committee,6,,,0,60,Antioquia,Medellin,,Medellin,Subnational,"On 20 May 2021, in Medellin, Antioquia, students and protesters gathered outside the Technological of Antioquia institution and marched as part of ongoing nationwide anti-government demonstrations called by the National Strike Committee in Robledo neighborhood. They protested against a tax reform, and also to demand improvements in health, education, and security. They also called for an end to police brutality against protesters and to economic assistance amid the coronavirus pandemic. [size=no report]",0
20-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Risaralda,Pereira,,Pereira,Subnational,"On 20 May 2021, in Pereira, Risaralda, thousands of protesters gathered in the Plaza Bolivar as part of ongoing nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, and security. They also called for an end to police brutality against protesters. [size=thousands]",0
20-May-21,Protests,Peaceful protest,Protesters (Colombia),Women (Colombia); CNP: National Strike Committee,6,,,0,60,Atlantico,Barranquilla,,Barranquilla,National,"On 20 May 2021, in Barranquilla, Atlantico, protesters held peaceful and artistic demonstrations in the city. In the morning, women held a peaceful demonstration as part of ongoing nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, and security. They also called for an end to police brutality against protesters and to economic assistance amid the coronavirus pandemic. Women also demanded to have their voices heard during negotiations. [size=no report]",0
20-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Chapinero,National,"On 20 May 2021, in Bogota - Chapinero, Bogota, D.C., protesters marched as part of ongoing nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, and security. They also called for an end to police brutality against protesters. At least 2,200 people took the streets across the city. [size=no report]",0
20-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,"Bogota, D.C.","Bogota, D.C.",,Bogota - Kennedy,National,"On 20 May 2021, in Bogota - Kennedy, Bogota, D.C. department, rioters and ESMAD officers clashed as part of ongoing nationwide anti-government demonstrations called by the National Strike Committee. They demonstrated against a tax reform, and also to demand improvements in health, education, and security. They also called for an end to police brutality against demonstrators. At least 2,200 people took the streets across the city. [size=no report]",0
20-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Suba,National,"On 20 May 2021, in Bogota - Suba, Bogota, D.C., protesters marched as part of ongoing nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, and security. They also called for an end to police brutality against protesters. At least 2,200 people took the streets across the city. [size=no report]",0
20-May-21,Protests,Peaceful protest,Protesters (Colombia),Afro-Colombian Ethnic Group (Colombia); Labour Group (Colombia); Indigenous Group (Colombia),6,,,0,60,Sucre,Covenas,,Covenas,National,"On 20 May 2021, in Covenas, Sucre, indigenous people, union members, Afro-Colombians and community members demanded more jobs and education opportunities to the youth, as well as respect for their rights, and participation on the Municipal plan on the road from Covenas to Lorica. Protesters also demanded the presence of local authorities in the demonstration. [size=no report]",0
20-May-21,Protests,Peaceful protest,Protesters (Colombia),Labour Group (Colombia),6,,,0,60,Norte de Santander,Cucuta,,Cucuta,Subnational,"On 20 May 2021, in Cucuta, Norte de Santander, businessmen protested outside the city's transportation station against the administration's decision regarding opening the terminal doors in the station. Demonstrators claim they need the terminal doors, which are partially closed due to the coronavirus pandemic, to fully reopen. One of the participants chained himself as part of the demonstration. [size=no report]",0
20-May-21,Protests,Peaceful protest,Protesters (Colombia),Women (Colombia),6,,,0,60,Antioquia,Puerto Berrio,,Puerto Berrio,National,"On 20 May 2021, around Puerto Berrio, Antioquia, women staged a demonstration in honor of women victims of violence near the Magdalena river. The protest was organized by a feminist group to report gender-based violence issues. [size=no report]",0
20-May-21,Protests,Protest with intervention,Protesters (Colombia),CNP: National Strike Committee,6,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,16,Risaralda,Dosquebradas,,Dosquebradas,National,"On 20 May 2021, in Dosquebradas (Risaralda), peaceful protesters rallied during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms, among others. ESMAD police forces arrested eleven people when the protesters blocked a streets. There were no reports of violence by protesters. [size=no report]",0
20-May-21,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,La Guajira,Albania,,Albania,National,"On 20 May 2021, in Albania municipality (La Guajira), residents blocked the main entrance of a nearby mining company. The group demanded from the company to hire local labor. The group blocked access to the mine for several days. [size=no report]",0
20-May-21,Protests,Peaceful protest,Protesters (Colombia),Wayuu Indigenous Group (Colombia),6,,,0,60,La Guajira,Uribia,,Uribia,National,"On 20 May 2021, in Uribia municipality (La Guajira), Wayuu people from the Media Luna community protested and blocked entrances in Puerto Bolivar to demand jobs for youth. The blockages prevented transportation of goods between the port and the Cerrejon coal mines, eventually causing the mines to shut down. [size=no report]",0
19-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Fontibon,National,"On 19 May 2021, in Bogota - Fontibon, Bogota, D.C., at least 700 citizens participated in an anti-government protest organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=at least 700]",0
19-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Santa Fe,National,"On 19 May 2021, in Bogota - Santa Fe, Bogota, D.C., around 300 citizens participated in an anti-government protest organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. The group gathered in the National park and marched in the direction of Bolivar Square. [size=around 300]",0
19-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Suba,National,"On 19 May 2021, in Bogota - Suba, Bogota, D.C., at least 200 citizens participated in an anti-government protest organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=at least 200]",0
19-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Teusaquillo,National,"On 19 May 2021, in Bogota - Teusaquillo, Bogota, D.C., citizens participated in an anti-government protest organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. The group gathered in the National Stadium, while a motorcade drove through the area. [size=no report]",0
19-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee; Students (Colombia),5,Police Forces of Colombia (2018-),Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,1,15,Santander,Bucaramanga,,Bucaramanga,Subnational-National,"On 19 May 2021, in Bucaramanga, Santander department, a large group of students and other citizens participated in an anti-government demonstration organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. Demonstrators vandalized a police station, while a second group clashed against ESMAD police forces near a local university. At least 20 people were injured. [size=a large group]",0
19-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,Valle del Cauca,Buenaventura,,Buenaventura,National,"On 19 May 2021, in Buenaventura, Narino department, citizens participated in an anti-government demonstration organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. Demonstrators and ESMAD police forces clashed when a group vandalized local businesses. Sources reported three fatalities. Police claimed the fatalities were related to a criminal organization and not with clashes. However, no further detail of the victims and circumstances of the deaths were provided by the sources. [size=no report]",3
19-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Farmers (Colombia); Indigenous Group (Colombia),6,,,0,60,Norte de Santander,Cucuta,,Cucuta,Subnational-National,"On 19 May 2021, in Cucuta, Norte de Santander department, farmers, indigenous people, and other citizens participated in an anti-government protest organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
19-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Farmers (Colombia); Indigenous Group (Colombia),6,,,0,60,Tolima,Ibague,,Ibague,National,"On 19 May 2021, in Ibague, Tolima department, more than 2,500 farmers, indigenous people, and other citizens participated in an anti-government protest organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=more than 2,500]",0
19-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee; Labour Group (Colombia); CUT: Central Union of Workers,5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,Caldas,Manizales,,Manizales,Subnational-National,"On 19 May 2021, in Manizales, Caldas department, approximately 1,200 workers, members of the CUT, and other citizens participated in an anti-government demonstration organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. There were reports of clashes between ESMAD police forces and demonstrators as the latter built barricades and damaged a bus station. [size=approximately 1,200]",0
19-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Labour Group (Colombia); CUT: Central Union of Workers; Indigenous Group (Colombia),6,,,0,60,Antioquia,Medellin,,Medellin,Subnational-National,"On 19 May 2021, in Medellin, Antioquia department, nearly 4,000 indigenous people, workers, members of the CUT, and other citizens participated in an anti-government protest organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. The group gathered in los Deseos Park. [size=nearly 4,000]",0
19-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cordoba,Monteria,,Monteria,National,"On 19 May 2021, in Monteria, Cordoba department, citizens participated in an anti-government protest organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. Protesters organized a motorcade through the city. [size=no report]",0
19-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,,,0,50,Bolivar,Cartagena de Indias,,Pasacaballos,National,"On 19 May 2021, in Pasacaballos, Cartagena municipality, Bolivar department, citizens participated in an anti-government demonstration organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. The group gathered in the Mamonal area and erected barricades to block the traffic. [size=no report]",0
19-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Labour Group (Colombia); Students (Colombia); Teachers (Colombia),6,,,0,60,Risaralda,Pereira,,Pereira,Subnational-National,"On 19 May 2021, in Pereira, Risaralda department, workers, students, teachers, and other citizens participated in an anti-government protest organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. A large group of soccer fans gathered to demand the withdrawal of the country from hosting an international soccer tournament, considering the government's necessity to first attend the social demands of citizens. [size=no report]",0
19-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cesar,San Alberto,,San Alberto,National,"On 19 May 2021, near San Alberto municipality, Cesar department, citizens participated in an anti-government protest organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. The group blocked the road that connects the municipality with Barrancabermeja (Santander). [size=no report]",0
19-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Labour Group (Colombia); CUT: Central Union of Workers; Students (Colombia); Teachers (Colombia),6,,,0,60,Sucre,Sincelejo,,Sincelejo,National,"On 19 May 2021, in Sincelejo, Sucre department, workers, nearly 2,000 people, including members of the CUT, students, teachers, and other citizens, participated in an anti-government protest organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=nearly 2,000]",0
19-May-21,Riots,Violent demonstration,Rioters (Colombia),,5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,Antioquia,Medellin,,Medellin,Subnational,"On 19 May 2021, in Medellin, Antioquia department, demonstrators and ESMAD police forces clashed following a demonstration organized by the National Strike Committee. [size=no report]",0
19-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee; Afro-Colombian Ethnic Group (Colombia),5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,Cauca,Popayan,,Popayan,National,"On 19 May 2021, in Popayan, Cauca department, Afro-Colombian people other citizens participated in an anti-government demonstration organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. Clashes between demonstrators and ESMAD police forces were reported when the latter used tear gas to disperse the group. [size=no report]",0
19-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Valle del Cauca,Jamundi,,Jamundi,National,"On 19 May 2021, near Jamundi, Valle Del Cauca department, citizens participated in an anti-government protest organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. The group blocked the road to the airport for several hours. [size=no report]",0
19-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Boyaca,Tunja,,Tunja,National,"On 19 May 2021, in Tunja, Boyaca department, citizens participated in an anti-government protest organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
