event_date,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,admin1,admin2,admin3,location,source_scale,notes,fatalities
11-May-21,Protests,Peaceful protest,Protesters (Colombia),Labour Group (Colombia),6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Santa Fe,National,"On 11 May 2021, in Bogota - Santa Fe, Bogota, D.C., workers of the National Committee for Human Rights protested against the stigmatization of their workers while performing their job in the context of the political unrest. The group demanded more security to monitor the marches that are taking place across the country and respect of their work from security forces and protesters. [size=no report]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Ciudad Bolivar,National,"On 11 May 2021, in Bogota - Ciudad Bolivar, Bogota, D.C., citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. The group blocked the streets for several hours. [size=no report]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Suba,National,"On 11 May 2021, in Bogota - Suba, Bogota, D.C., citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Students (Colombia),6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Teusaquillo,National,"On 11 May 2021, in Bogota - Teusaquillo, Bogota, D.C., around 300 students and other citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=around 300]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Medina,,Medina,National,"On 11 May 2021, near Medina municipality, Cundinamarca department, citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. Protesters blocked the road for several hours. [size=no report]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Soacha,,Soacha,National,"On 11 May 2021, in Soacha, Cundinamarca department, citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. Protesters blocked the road for several hours. [size=no report]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Farmers (Colombia),6,,,0,60,Narino,La Union,,La Union,National,"Around 11 May 2021 (as reported), in La Union, Narino department, farmers and other citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality and the forced eradication of coca crops. Protesters gathered to block the road for several days. [size=no report]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Farmers (Colombia),6,,,0,60,Narino,Pasto,,San Juan De Pasto,National,"Around 11 May 2021 (as reported), near San Juan De Pasto municipality, Narino department, farmers participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. Protesters gathered to block the road that connects San Juan De Pasto and Popayan (Cauca) for several days. [size=no report]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Funza,,Funza,National,"On 11 May 2021, near Funza municipality, Cundinamarca department, citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. Protesters blocked the road on the Tres Esquinas area. [size=no report]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Farmers (Colombia),6,,,0,60,Cauca,Popayan,,Popayan,National,"On 11 May 2021, in Popayan, Cauca department, more than 2,000 farmers from the rural areas of the department arrived to the city and participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=more than 2,000]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Farmers (Colombia),6,,,0,60,Narino,Buesaco,,Buesaco,National,"Around 11 May 2021 (as reported), in Buesaco, Narino department, farmers and other citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality and the forced eradication of coca crops. Protesters gathered to block the road for several days. [size=no report]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Indigenous Group (Colombia),6,,,0,60,Narino,Ipiales,,Ipiales,National,"Around 11 May 2021 (as reported), near Ipiales municipality, Narino department, indigenous people participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. Protesters gathered to block the road that connects Ipiales and San Juan De Pasto for several days. [size=no report]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Indigenous Group (Colombia),6,,,0,60,Narino,Tumaco,,Tumaco,National,"Around 11 May 2021 (as reported), near Tumaco municipality, Narino department, indigenous people participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. Protesters gathered to block the road that connects Tumaco and San Juan De Pasto for several days. [size=no report]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Students (Colombia),6,,,0,60,Sucre,Sincelejo,,Sincelejo,National,"On 11 May 2021, in Sincelejo, Sucre department, students participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. The group gathered near the municipal hall and covered the building with papers asserting their demands. [size=no report]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Students (Colombia),6,,,0,60,Norte de Santander,Cucuta,,Cucuta,Subnational,"Around 11 May 2021, in Cucuta, Norte de Santander department, students participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. Students gathered to protest and painted a mural in the city center. [size=no report]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),Labour Group (Colombia),6,,,0,60,Norte de Santander,Cucuta,,Cucuta,Subnational,"On 11 May 2021, in Cucuta, Norte de Santander department, fur traders protested against the lack of supplies to work. Countrywide strikes and blockages delayed the delivery of supplies for the industry. The group gathered to demand government support. [size=no report]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Labour Group (Colombia),6,,,0,60,Caldas,Anserma,,Anserma,Subnational,"On 11 May 2021, in Anserma, Caldas department, approximately 35 truck drivers participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=approximately 35]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Caldas,Chinchina,,Chinchina,Subnational,"On 11 May 2021, in Chinchina, Caldas department, 25 citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=25]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Caldas,Riosucio,,Riosucio,Subnational,"On 11 May 2021, in Riosucio, Caldas department, approximately 80 citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=approximately 80]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Caldas,Supia,,Supia,Subnational,"On 11 May 2021, in Supia, Caldas department, approximately 30 citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=approximately 30]",0
11-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Valle del Cauca,Cali,,Santiago de Cali,National,"Around 11 May 2021, near Santiago De Cali municipality, Valle del Cauca department, citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality. Protesters blocked the road near Juanchito for several days. [size=no report]",0
11-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,Valle del Cauca,Cali,,Santiago de Cali,National,"On 11 May 2021, in Santiago De Cali, Valle del Cauca department, citizens participated in an anti-government demonstration organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. Demonstrators erected barricades in multiple areas of the city. Clashes between ESMAD police forces and demonstrators were reported in the Samaneco neighborhood. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Labour Group (Colombia); Students (Colombia),6,,,0,60,Antioquia,Medellin,,Medellin,Subnational-National,"On 10 May 2021, in Medellin, Antioquia, students and workers participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Students (Colombia); Teachers (Colombia),6,,,0,60,Tolima,Ibague,,Ibague,National,"On 10 May 2021, in Ibague, Tolima department, teachers, students, and other citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Chapinero,National,"On 10 May 2021, in Bogota - Chapinero, Bogota, D.C., citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. The group gathered near the Los Heroes monument. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),Students (Colombia); Catholic Christian Group (Colombia),6,,,0,60,Atlantico,Barranquilla,,Barranquilla,National,"Around 10 May 2021, in Barranquilla, Atlantico department, parents and students protested against the assignation of a new school principal. The group gathered near the school to demand that the person for the job must be from a Catholic background. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Students (Colombia),6,,,0,60,La Guajira,Riohacha,,Riohacha,National,"On 10 May 2021, in Riohacha, La Guajira department, citizens and students participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. Protesters gathered in the main square and demanded the presence of national government delegates in the regions as a condition to take part in negotiations to end the strike in the department. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Antonio Narino,National,"On 10 May 2021, in Bogota - Antonio Narino, Bogota, D.C., citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Labour Group (Colombia),6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Engativa,National,"On 10 May 2021, in Bogota - Engativa, Bogota, D.C., trucks drivers and other citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. Drivers used their trucks to block the streets for several hours. [size=no report]",0
10-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,"Bogota, D.C.","Bogota, D.C.",,Bogota - Kennedy,National,"On 10 May 2021, in Bogota - Kennedy, Bogota, D.C., citizens participated in an anti-government demonstration organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. Demonstrators and ESMAD police forces clashed when the latter attempted to disperse the group. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Tunjuelito,National,"On 10 May 2021, in Bogota - Tunjuelito, Bogota, D.C., citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. The groups blocked the streets near the Tunal Bus Station for several hours. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Suba,National,"On 10 May 2021, in Bogota - Suba, Bogota, D.C., citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Teusaquillo,National,"On 10 May 2021, in Bogota - Teusaquillo, Bogota, D.C., citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. The group gathered in the National Park. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Facatativa,,Facatativa,National,"On 10 May 2021, in Facatativa, Cundinamarca department, citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. The group blocked the streets for several hours. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Casanare,Aguazul,,Aguazul,National,"On 10 May 2021, in Aguazul, Casanare department, citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Madrid,,Madrid,National,"On 10 May 2021, in Madrid, Cundinamarca department, citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Atlantico,Barranquilla,,Barranquilla,National,"On 10 May 2021, in Barranquilla, Atlantico department, citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. Protesters gathered in several areas of the city and performed cultural events. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Ubate,,Ubate,National,"On 10 May 2021, in Ubate, Cundinamarca department, citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Cogua,,Cogua,National,"On 10 May 2021, in Cogua, Cundinamarca department, citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. The group blocked the streets for several hours. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Guaduas,,Guaduas,National,"On 10 May 2021, in Guaduas, Cundinamarca department, citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. The group blocked the streets for several hours. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Guasca,,Guasca,National,"On 10 May 2021, in Guasca, Cundinamarca department, citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),Health Workers (Colombia),6,,,0,60,Bolivar,Maria la Baja,,Mampujan,National,"On 10 May 2021, in Mampujan, Maria La Baja municipality, Bolivar department, health workers protested against delays in the payment of their wages. The group gathered near the health center and urged authorities to pay the debt. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Bolivar,Cartagena de Indias,,Cartagena,National,"On 10 May 2021, in Cartagena, Bolivar department, citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Labour Group (Colombia),6,,,0,60,Norte de Santander,San Cayetano,,Urimaco,Subnational,"On 10 May 2021, in Urimaco, San Cayetano municipality, Norte de Santander department, miners participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. The group blocked a road for several hours. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),Labour Group (Colombia),6,,,0,60,Norte de Santander,Cucuta,,Cucuta,Subnational,"On 10 May 2021, in Cucuta, Norte de Santander department, artists and members of the cultural industry protested over shutdown measures due to coronavirus pandemic. The group demanded government support and increases in the budget for culture in the department. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Farmers (Colombia); ASCAMCAT: Catatumbo's Peasant Association,6,,,0,60,Norte de Santander,El Zulia,,El Zulia,Subnational,"On 10 May 2021, near El Zulia, Norte de Santander department, farmers and members of ASCAMCAT participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality and forced eradication of coca crops. Farmer blocked the road that connects the town with Cucuta. [size=no report]",0
10-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee; Students (Colombia),5,,,0,50,Santander,Bucaramanga,,Bucaramanga,International,"On 10 May 2021, in Bucaramanga, Santander department, students and other citizens participated in an anti-government demonstrated organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. The group erected barricades to block the traffic for several hours. [size=no report]",0
10-May-21,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,Santander,Bucaramanga,,Bucaramanga,International,"On 10 May 2021, in Bucaramanga, Santander department, a group of citizens protested against delays to perform a medical procedure for a child. Family and friends gathered near the headquarters of the health service provider to demand from the company to authorize the operation. [size=no report]",0
10-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,Valle del Cauca,Cali,,Santiago de Cali,National,"On 10 May 2021, in Santiago De Cali, Valle del Cauca department, citizens participated in an anti-government demonstration organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, Demonstrators rallied against the increasing number of reports on police brutality across the country. Demonstrators erected barricades in multiple areas of the city. Clashes between ESMAD police forces and demonstrators were reported in the Siloe and La Luna neighborhood. [size=no report]",0
9-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Antonio Narino,National,"On 9 May 2021, in Bogota - Antonio Narino (Bogota, D.C.), protesters marched in Villa Mayor neighborhood as part of nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, security, and to call for an end to police brutality against protesters. [size=no report]",0
9-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Chapinero,National,"On 9 May 2021, in Bogota - Chapinero (Bogota, D.C.), around one thousand protesters gathered in Los Hippies park as part of ongoing nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, security, and to call for an end to police brutality against protesters. [size=around 1000]",0
9-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Ciudad Bolivar,National,"On 9 May 2021, in Bogota - Ciudad Bolivar (Bogota, D.C.), protesters marched from the District University Technical Campus as part of nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, security, and to call for an end to police brutality against protesters. [size=no report]",0
9-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Santa Fe,National,"On 9 May 2021, in Bogota - Santa Fe (Bogota, D.C.), protesters gathered in the National Park as part of ongoing nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, security, and to call for an end to police brutality against protesters. [size=no report]",0
9-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Teusaquillo,National,"On 9 May 2021, in Bogota - Teusaquillo (Bogota, D.C.), cyclists rallied around Movistar Arena as part of ongoing nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, security, and to call for an end to police brutality against protesters. [size=no report]",0
9-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Risaralda,Dosquebradas,,Dosquebradas,National,"On 9 May 2021, in Dosquebradas (Risaralda), cyclists rallied through the streets in support of the nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, security, and to call for an end to police brutality against protesters. [size=no report]",0
9-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Risaralda,Pereira,,Pereira,National,"On 9 May 2021, in Pereira (Risaralda), cyclists rallied through the streets in support of the nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, security, and to call for an end to police brutality against protesters. [size=no report]",0
9-May-21,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Engativa,National,"On 9 May 2021, in Bogota - Engativa (Bogota, D.C.), demonstrators rallied near El Salitre Colliseum and blocked the intersection of 80th Street and Cali Avenue to protest against attacks committed against indigenous protesters in Cali earlier in the day. [size=no report]",0
9-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Antioquia,Medellin,,Medellin,Subnational,"On 9 May 2021, in Medellin (Antioquia), protesters on bicycles and motorcycles rode throughout the city while demonstrators on foot gathered in Los Deseos park to condemn the violence at other recent protests and to take part in the nationwide anti-government demonstrations called by the National Strike Committee. [size=no report]",0
9-May-21,Protests,Peaceful protest,Protesters (Colombia),Wayuu Indigenous Group (Colombia); Women (Colombia),6,,,0,60,La Guajira,Riohacha,,Riohacha,National,"Around 9 May 2021 (as reported), in Riohacha (La Guajira), Wayuu women marched to protest violence against indigenous women in the department. The march comes after three indigenous Wayuu women were found dead in suspected femicides in less than 72 hours in La Guajira. [size=no report]",0
9-May-21,Protests,Peaceful protest,Protesters (Colombia),Women (Colombia); CNP: National Strike Committee,6,,,0,60,Tolima,Ibague,,Ibague,National,"On 9 May 2021, in Ibague (Tolima), hundreds of mothers marched with their kids to protest police brutality during earlier protests, and as part of the nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, and security. [size=hundreds]",0
9-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Tolima,Ibague,,Boqueron,National,"Around 9 May 2021, in Boqueron (Tolima), protesters blocked Cajamarca-Ibague as part of nationwide anti-government demosntrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, security, and to call for an end to police brutality against protesters. The blockade was temporarily lifted for a few hours on 10 May through an agreement between protesters and the government. [size=no report]",0
9-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Gachancipa,,Gachancipa,National,"Around 9 May 2021 (as reported), in Gachancipa municipality (Cundinamarca), protesters blocked the Bogota-Tunja road as part of ongoing nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, security, and to call for an end to police brutality against protesters. [size=no report]",0
9-May-21,Protests,Protest with intervention,Protesters (Colombia),Embera Indigenous Group (Colombia); CNP: National Strike Committee; Farmers (Colombia),6,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,16,Valle del Cauca,Calima,,Calima El Darien,National,"Around 9 May 2021 (as reported), in Calima El Darien (Valle del Cauca), ESMAD police reportedly used violence to disperse a group of protesters - including Embera indigenous people and farmers - who were participating in the nationwide anti-government demonstrations called by the National Strike Committee. Two Embera people and a local farmer were injured. 3 wounded, no fatalities. [size=no report]",0
9-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Choco,Union Panamericana,,Las Animas,National,"On 9 May 2021, in Union Panamericana municipality (Choco) (coded to Las Animas), protesters blocked the road as part of ongoing nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, security, and to call for an end to police brutality against protesters. [size=no report]",0
9-May-21,Protests,Peaceful protest,Protesters (Colombia),Indigenous Group (Colombia); CNP: National Strike Committee,6,,,0,60,Risaralda,Pueblo Rico,,Pueblo Rico,National,"On 9 May 2021, in Pueblo Rico municipality (Risaralda), indigenous protesters blocked the Quibdo-Pereira road as part of the nationwide anti-government demonstration called by the National Strike Committee. The blockade was ended by an agreement between indigenous leaders, the mayor of Pueblo Rico, and the departmental and national governments. [size=no report]",0
