0.000000e+000	5.000000e+000
1.501920e-009	7.000000e+000
3.003839e-009	6.000000e+000
4.505759e-009	1.300000e+001
6.007678e-009	8.000000e+000
7.509598e-009	3.000000e+000
9.011517e-009	5.000000e+000
1.051344e-008	1.500000e+001
1.201536e-008	4.400000e+001
1.351728e-008	7.700000e+001
1.501920e-008	8.100000e+001
1.652112e-008	1.100000e+002
1.802303e-008	1.090000e+002
1.952495e-008	1.110000e+002
2.102687e-008	9.500000e+001
2.252879e-008	6.100000e+001
2.403071e-008	2.500000e+001
2.553263e-008	1.300000e+001
2.703455e-008	2.600000e+001
2.853647e-008	4.300000e+001
3.003839e-008	8.300000e+001
3.154031e-008	9.700000e+001
3.304223e-008	1.110000e+002
3.454415e-008	1.230000e+002
3.604607e-008	1.200000e+002
3.754799e-008	9.400000e+001
3.904991e-008	6.500000e+001
4.055183e-008	5.100000e+001
4.205375e-008	4.700000e+001
4.355567e-008	7.000000e+001
4.505759e-008	7.900000e+001
4.655951e-008	1.010000e+002
4.806143e-008	9.900000e+001
4.956335e-008	1.040000e+002
5.106526e-008	1.020000e+002
5.256718e-008	1.030000e+002
5.406910e-008	8.400000e+001
5.557102e-008	6.700000e+001
5.707294e-008	6.300000e+001
5.857486e-008	6.300000e+001
6.007678e-008	7.400000e+001
6.157870e-008	1.040000e+002
6.308062e-008	1.230000e+002
6.458254e-008	1.200000e+002
6.608446e-008	1.320000e+002
6.758638e-008	1.040000e+002
6.908830e-008	8.000000e+001
7.059022e-008	8.400000e+001
7.209214e-008	9.900000e+001
7.359406e-008	9.500000e+001
7.509598e-008	1.370000e+002
7.659790e-008	1.160000e+002
7.809982e-008	1.170000e+002
7.960174e-008	1.010000e+002
8.110366e-008	6.700000e+001
8.260558e-008	7.200000e+001
8.410750e-008	1.050000e+002
8.560941e-008	1.160000e+002
8.711133e-008	1.110000e+002
8.861325e-008	1.060000e+002
9.011517e-008	1.220000e+002
9.161709e-008	1.280000e+002
9.311901e-008	1.010000e+002
9.462093e-008	9.100000e+001
9.612285e-008	7.000000e+001
9.762477e-008	4.800000e+001
9.912669e-008	4.000000e+001
1.006286e-007	1.700000e+001
1.021305e-007	9.000000e+000
1.036324e-007	2.000000e+000
1.051344e-007	1.000000e+000
1.066363e-007	0.000000e+000
1.081382e-007	2.000000e+000
1.096401e-007	1.000000e+000
1.111420e-007	1.000000e+000
1.126440e-007	0.000000e+000
1.141459e-007	1.000000e+000
1.156478e-007	0.000000e+000
1.171497e-007	0.000000e+000
1.186516e-007	1.000000e+000
1.201536e-007	0.000000e+000
1.216555e-007	0.000000e+000
1.231574e-007	0.000000e+000
1.246593e-007	0.000000e+000
1.261612e-007	1.000000e+000
1.276632e-007	0.000000e+000
1.291651e-007	0.000000e+000
1.306670e-007	0.000000e+000
1.321689e-007	0.000000e+000
1.336708e-007	0.000000e+000
1.351728e-007	0.000000e+000
1.366747e-007	0.000000e+000
1.381766e-007	1.000000e+000
1.396785e-007	1.000000e+000
1.411804e-007	0.000000e+000
1.426824e-007	2.000000e+000
1.441843e-007	0.000000e+000
1.456862e-007	2.000000e+000
1.471881e-007	0.000000e+000
1.486900e-007	1.000000e+000
