0.000000e+000	1.000000e+000
2.895365e-009	2.000000e+000
5.790730e-009	2.000000e+000
8.686095e-009	4.000000e+000
1.158146e-008	9.000000e+000
1.447683e-008	1.100000e+001
1.737219e-008	3.000000e+000
2.026756e-008	6.000000e+000
2.316292e-008	8.000000e+000
2.605829e-008	5.000000e+000
2.895365e-008	1.300000e+001
3.184902e-008	1.200000e+001
3.474438e-008	1.500000e+001
3.763975e-008	1.800000e+001
4.053511e-008	4.500000e+001
4.343048e-008	9.200000e+001
4.632584e-008	3.740000e+002
4.922121e-008	7.110000e+002
5.211657e-008	8.360000e+002
5.501194e-008	8.560000e+002
5.790730e-008	8.460000e+002
6.080267e-008	9.280000e+002
6.369803e-008	9.010000e+002
6.659340e-008	9.280000e+002
6.948876e-008	8.860000e+002
7.238413e-008	8.460000e+002
7.527949e-008	8.370000e+002
7.817486e-008	8.380000e+002
8.107022e-008	7.970000e+002
8.396559e-008	7.740000e+002
8.686095e-008	8.020000e+002
8.975632e-008	7.990000e+002
9.265168e-008	8.140000e+002
9.554705e-008	7.790000e+002
9.844241e-008	7.560000e+002
1.013378e-007	7.210000e+002
1.042331e-007	7.380000e+002
1.071285e-007	7.050000e+002
1.100239e-007	7.300000e+002
1.129192e-007	6.620000e+002
1.158146e-007	6.790000e+002
1.187100e-007	6.170000e+002
1.216053e-007	6.660000e+002
1.245007e-007	5.800000e+002
1.273961e-007	6.040000e+002
1.302914e-007	5.690000e+002
1.331868e-007	6.030000e+002
1.360822e-007	5.870000e+002
1.389775e-007	6.140000e+002
1.418729e-007	5.490000e+002
1.447683e-007	4.310000e+002
1.476636e-007	4.100000e+002
1.505590e-007	4.180000e+002
1.534544e-007	3.940000e+002
1.563497e-007	3.780000e+002
1.592451e-007	3.390000e+002
1.621404e-007	2.910000e+002
1.650358e-007	1.540000e+002
1.679312e-007	7.900000e+001
1.708265e-007	2.600000e+001
1.737219e-007	9.000000e+000
1.766173e-007	2.000000e+000
1.795126e-007	4.000000e+000
1.824080e-007	1.000000e+000
1.853034e-007	2.000000e+000
1.881987e-007	2.000000e+000
1.910941e-007	7.000000e+000
1.939895e-007	4.000000e+000
1.968848e-007	3.000000e+000
1.997802e-007	4.000000e+000
2.026756e-007	5.000000e+000
2.055709e-007	1.000000e+000
2.084663e-007	2.000000e+000
2.113617e-007	2.000000e+000
2.142570e-007	4.000000e+000
2.171524e-007	3.000000e+000
2.200477e-007	1.000000e+000
2.229431e-007	3.000000e+000
2.258385e-007	5.000000e+000
2.287338e-007	1.000000e+000
2.316292e-007	1.000000e+000
2.345246e-007	5.000000e+000
2.374199e-007	1.000000e+000
2.403153e-007	3.000000e+000
2.432107e-007	3.000000e+000
2.461060e-007	2.000000e+000
2.490014e-007	1.000000e+000
2.518968e-007	6.000000e+000
2.547921e-007	1.000000e+000
2.576875e-007	3.000000e+000
2.605829e-007	2.000000e+000
2.634782e-007	1.000000e+000
2.663736e-007	2.000000e+000
2.692690e-007	1.000000e+000
2.721643e-007	6.000000e+000
2.750597e-007	1.000000e+000
2.779551e-007	1.000000e+000
2.808504e-007	5.000000e+000
2.837458e-007	2.000000e+000
2.866411e-007	1.000000e+001
